id,thread_id,from_customer_id,body,created_at
21c83b01-0032-4b7f-bab9-8001a6a8325a,7cda2a6b-4281-43ea-8888-2cc2f9cc5f00,706cf729-8969-411a-ae62-f6ca672beea9,返信テスト,2026-05-23 08:01:45.411187+00
afc7f3a7-b0cb-49ac-8c79-64d515c95569,7cda2a6b-4281-43ea-8888-2cc2f9cc5f00,4d98b04b-c852-42c6-a57e-a340c6d87b64,返信しました,2026-05-23 08:01:48.904509+00
a7e3378f-a831-4305-bece-6c290ae2b21b,38d70611-3a5d-4c63-8e01-c325ab8eb9bf,5241cf90-9a36-4eb0-8c05-4425e1bb2055,"【商品問い合わせ】
商品: うなぎや源与門の黒カレー
産地: 福井県
QA動作確認：添付テスト
---
送信者: テストバイヤー
メール: test-buyer-new@machimogu.com",2026-05-27 03:18:26.560563+00
62974fc0-a507-4e99-a802-2a35f975ecba,9b2aa618-f953-42d6-97f3-fa7dcdb7c5f0,5241cf90-9a36-4eb0-8c05-4425e1bb2055,QA API test with attachment field,2026-05-27 03:18:32.100154+00
1caaeec1-3d74-444d-8bbe-052bec7ba45b,0823e2f2-addf-4498-93e2-85644a85b3df,5bfb83d7-e346-47ed-8f59-33eb7407bdbe,"【商品問い合わせ】
商品: 恵那栗の和栗マロングラッセ
産地: 岐阜県
test
---
送信者: テスト 三郎
メール: buyer-free@machimogu.com",2026-05-29 08:57:18.655689+00
8016796e-e9b4-49ff-b53a-d9771aa8bfbd,5e4d543f-e23b-4cd6-8a00-f1ebf76850ef,706cf729-8969-411a-ae62-f6ca672beea9,"【商品問い合わせ】
商品: テスト商品（メルマガ機能検証用）
産地: 長野県
テストです
---
送信者: 藤原
メール: fujiwara.j@shinjidai.co.jp",2026-05-29 10:20:41.91352+00
edc5b38a-ed3e-4618-90cf-27ff14016e2c,0823e2f2-addf-4498-93e2-85644a85b3df,beaf0c3b-b46f-4d21-beec-58aa51012b86,検収テストのメッセージです,2026-05-29 13:15:13.007033+00
61965c6e-a023-4cfe-8ed4-23c67c99dc59,0823e2f2-addf-4498-93e2-85644a85b3df,beaf0c3b-b46f-4d21-beec-58aa51012b86,"検収テストのメッセージです
",2026-05-29 13:16:17.058571+00
cad8acce-743b-4a12-9493-d559ca3e4ab7,0823e2f2-addf-4498-93e2-85644a85b3df,5bfb83d7-e346-47ed-8f59-33eb7407bdbe,"検収テストのメッセージです
",2026-05-29 13:18:20.505634+00
6dcbc285-c4a4-407b-8002-ad48da9210bf,0823e2f2-addf-4498-93e2-85644a85b3df,beaf0c3b-b46f-4d21-beec-58aa51012b86,"検収テストのメッセージです
",2026-05-30 01:06:56.311064+00
bbf8e76c-84ee-45e3-a058-940eda09bd3d,0823e2f2-addf-4498-93e2-85644a85b3df,5bfb83d7-e346-47ed-8f59-33eb7407bdbe,"テスト
バイヤー→サプライヤー",2026-05-30 01:16:24.009785+00
b503e116-50c0-4afb-bd1f-8790ad81d197,0823e2f2-addf-4498-93e2-85644a85b3df,beaf0c3b-b46f-4d21-beec-58aa51012b86,"テスト
サプライヤー→バイヤー",2026-05-30 01:18:25.129735+00
15ce874f-3472-4f03-b35a-aebcfbf61663,322998e1-345d-4189-8cdf-d94d5527b16f,5bfb83d7-e346-47ed-8f59-33eb7407bdbe,"【商品問い合わせ】
商品: 飛騨高山朴葉みそ
産地: 長野県
テスト
---
送信者: テスト 三郎
メール: buyer-free@machimogu.com",2026-05-30 04:27:21.940173+00
91d5f681-4050-4b45-8b2f-8fee226efaa0,e6cdf49d-ef6f-48c1-8a2d-f9acfd12b2ab,5bfb83d7-e346-47ed-8f59-33eb7407bdbe,"【商品問い合わせ】
商品: 飛騨高山朴葉みそ
産地: 長野県
テスト
---
送信者: テスト 三郎
メール: buyer-free@machimogu.com",2026-05-30 04:49:40.985805+00
c9ca2b03-a272-4c31-af8d-438ad235199b,e6cdf49d-ef6f-48c1-8a2d-f9acfd12b2ab,5bfb83d7-e346-47ed-8f59-33eb7407bdbe,"テスト
バイヤー→サプライヤー",2026-05-30 05:03:08.193837+00
df1afe36-802b-489a-88d6-125d88fc2b9a,e6cdf49d-ef6f-48c1-8a2d-f9acfd12b2ab,436460ca-84cc-4614-ae65-8ebf7414a23c,"テスト
サプライヤー→バイヤー",2026-05-30 05:03:45.421874+00
0fc32608-ff2b-484f-bdd0-59edca11a3ea,e6cdf49d-ef6f-48c1-8a2d-f9acfd12b2ab,436460ca-84cc-4614-ae65-8ebf7414a23c,"テスト
サプライヤー→バイヤー",2026-05-30 08:12:57.479147+00
80f63c0e-67a9-40b9-a6d5-e91f3a6b7000,66edc9ed-67f8-4cd5-a5e1-f6033adfcc29,5bfb83d7-e346-47ed-8f59-33eb7407bdbe,"【サンプル請求】
商品: 飛騨高山朴葉みそ
産地: 
会社: 
お気に入りからの一括サンプル請求です。詳細をご相談させてください。
---
送信者: テスト 三郎
メール: buyer-free@machimogu.com",2026-05-30 08:27:42.360267+00
42f67df2-1e5a-40cd-9d10-223e82325e95,ba814158-ddc2-42d8-81b8-85201e19b6ad,5bfb83d7-e346-47ed-8f59-33eb7407bdbe,"【見積依頼】
商品: 飛騨高山朴葉みそ
産地: 
会社: 
お気に入りからの一括見積依頼です。詳細をご相談させてください。
---
送信者: テスト 三郎
メール: buyer-free@machimogu.com",2026-05-30 11:34:03.729795+00
b99e20c2-e175-4baf-9297-d03881339b6c,529b8887-7ad7-4be1-a7b0-fadd87281a11,5bfb83d7-e346-47ed-8f59-33eb7407bdbe,"【サンプル請求】
商品: 飛騨高山朴葉みそ
産地: 
会社: 
お気に入りからの一括サンプル請求です。詳細をご相談させてください。
---
送信者: テスト 三郎
メール: buyer-free@machimogu.com",2026-05-30 11:34:22.950868+00
012bca3b-de6d-49ea-8685-6288bbcb9c80,5689f098-0ab2-42c0-8e31-2ff5673ea5fe,5bfb83d7-e346-47ed-8f59-33eb7407bdbe,"【サンプル請求】
商品: 飛騨高山朴葉みそ
産地: 
会社: 
お気に入りからの一括サンプル請求です。詳細をご相談させてください。
---
送信者: テスト 三郎
メール: buyer-free@machimogu.com",2026-05-30 11:35:53.392773+00
6e2224eb-bcfb-4cae-b261-5251507cfc11,32f34f12-ad24-4078-b5ba-44f26fdc97be,5bfb83d7-e346-47ed-8f59-33eb7407bdbe,"【見積依頼】
商品: 飛騨高山朴葉みそ
産地: 
会社: 
お気に入りからの一括見積依頼です。詳細をご相談させてください。
---
送信者: テスト 三郎
メール: buyer-free@machimogu.com",2026-05-30 11:52:17.765156+00
e3cfc8c3-7c73-4ec7-8be9-dcc9f2085c23,3d95a37b-7d8c-4812-9110-0a9d16fcd272,5bfb83d7-e346-47ed-8f59-33eb7407bdbe,"【見積依頼】
商品: 宮崎産 山ぶどうジュース
産地: 宮崎県
会社: テスト農園（リッチ）
お気に入りからの一括見積依頼です。詳細をご相談させてください。
---
送信者: テスト 三郎
メール: buyer-free@machimogu.com",2026-05-30 11:52:20.051613+00
da7aec73-ddfa-43e9-9f54-939bf4bd8b0f,21cf79e4-33cc-4343-87c3-6a46f02e7d2a,5bfb83d7-e346-47ed-8f59-33eb7407bdbe,"【サンプル請求】
商品: 飛騨高山朴葉みそ
産地: 
会社: 
お気に入りからの一括サンプル請求です。詳細をご相談させてください。
---
送信者: テスト 三郎
メール: buyer-free@machimogu.com",2026-05-30 11:52:29.627041+00
855b4f71-6dbe-4018-b2e6-3e242e279f88,889bfc57-8303-4f20-80d8-285209616422,5bfb83d7-e346-47ed-8f59-33eb7407bdbe,"【サンプル請求】
商品: 宮崎産 山ぶどうジュース
産地: 宮崎県
会社: テスト農園（リッチ）
お気に入りからの一括サンプル請求です。詳細をご相談させてください。
---
送信者: テスト 三郎
メール: buyer-free@machimogu.com",2026-05-30 11:52:31.951651+00
0e0f799c-1e1e-4627-b1ca-bc3b43cafe44,0e95e4a4-3b84-45fd-b384-4ba1077d5413,5bfb83d7-e346-47ed-8f59-33eb7407bdbe,"【サンプル請求】
商品: 飛騨高山朴葉みそ
産地: 
会社: 
お気に入りからの一括サンプル請求です。詳細をご相談させてください。
---
送信者: テスト 三郎
メール: buyer-free@machimogu.com",2026-05-30 11:55:15.049735+00
ee3f5d0e-065c-4365-bb29-123b8a0f735e,d3062d38-ef63-46ca-bf0e-b6e7c95ff9ea,5bfb83d7-e346-47ed-8f59-33eb7407bdbe,"【サンプル請求】
商品: 飛騨高山朴葉みそ
産地: 
会社: 
お気に入りからの一括サンプル請求です。詳細をご相談させてください。
---
送信者: テスト 三郎
メール: buyer-free@machimogu.com",2026-05-30 12:45:43.711345+00
caa6da5b-f976-4fc1-a673-d1ff86f1a05e,65590530-e0ba-4121-9f75-5b279a240ffb,5bfb83d7-e346-47ed-8f59-33eb7407bdbe,"【サンプル請求】
商品: 飛騨高山朴葉みそ
産地: 
会社: 
お気に入りからの一括サンプル請求です。詳細をご相談させてください。
---
送信者: テスト 三郎
メール: buyer-free@machimogu.com",2026-05-30 12:46:39.896123+00
110bfc20-3fe4-4278-9425-b2364df4e4e6,7223859b-c4b6-4821-abff-1d294148b4a7,5bfb83d7-e346-47ed-8f59-33eb7407bdbe,"【サンプル請求】
商品: 飛騨高山朴葉みそ
産地: 
会社: 
お気に入りからの一括サンプル請求です。詳細をご相談させてください。
---
送信者: テスト 三郎
メール: buyer-free@machimogu.com",2026-05-30 12:47:04.673566+00
191c0db9-e446-43b9-9c95-8042ad86793e,4205b953-423b-4974-a966-fee94bf664c9,5bfb83d7-e346-47ed-8f59-33eb7407bdbe,"【サンプル請求】
商品: 飛騨高山朴葉みそ
産地: 
会社: 
お気に入りからの一括サンプル請求です。詳細をご相談させてください。
---
送信者: テスト 三郎
メール: buyer-free@machimogu.com",2026-05-30 12:49:36.526227+00
bec4f639-06e6-42ba-90ca-da2ef7bd25dc,bb3726a5-db40-4cdd-9e20-8ef0a61f85bd,5bfb83d7-e346-47ed-8f59-33eb7407bdbe,"【サンプル請求】
商品: 飛騨高山朴葉みそ
産地: 
会社: 
お気に入りからの一括サンプル請求です。詳細をご相談させてください。
---
送信者: テスト 三郎
メール: buyer-free@machimogu.com",2026-05-30 13:08:11.100227+00
